kernel_name,duration_us,timestamp,grid_size,block_size,registers_per_thread,shared_mem_bytes,static_shared_mem_bytes,dynamic_shared_mem_bytes,occupancy,memory_throughput_gbps,compute_throughput_pct,l1_hit_rate,l1_bytes_total,l1_utilization,l2_hit_rate,l2_bytes_total,l2_bytes_miss,l2_utilization,dram_read_bytes,dram_write_bytes,dram_utilization,global_load_efficiency,global_store_efficiency,global_load_transactions,global_store_transactions,shared_utilization,shared_bank_conflicts
copy2d_f32,1.054,2026-09-12T03:10:46.858644,"1,1,1","1024,1,1",16,0,0,0,,,,,,,,,,,,,,,,,,,
copy2d_f32,1.054,2026-09-12T03:10:46.858658,"1,1,1","1024,1,1",16,0,0,0,,,,,,,,,,,,,,,,,,,
"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)8, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)",2.204,2026-09-12T03:10:46.858671,"32,1,1","16,16,1",159,1088,0,1088,,,,,,,,,,,,,,,,,,,
badd_f32,1.182,2026-09-12T03:10:46.858685,"1,1,1","1024,1,1",38,0,0,0,,,,,,,,,,,,,,,,,,,
urelu_f32,1.149,2026-09-12T03:10:46.858698,"1,1,1","1024,1,1",24,0,0,0,,,,,,,,,,,,,,,,,,,
"void gemv2T_kernel_val<int, int, float, float, float, float, (int)128, (int)16, (int)2, (int)2, (bool)0, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13, T6, T6)",2.555,2026-09-12T03:10:46.858711,"64,1,1","128,1,1",47,1536,1536,0,,,,,,,,,,,,,,,,,,,
badd_f32,1.15,2026-09-12T03:10:46.858724,"1,1,1","1024,1,1",38,0,0,0,,,,,,,,,,,,,,,,,,,
bmaximum_f32,2.044,2026-09-12T03:10:46.858737,"1,1,1","1024,1,1",38,0,0,0,,,,,,,,,,,,,,,,,,,
bminimum_f32,2.011,2026-09-12T03:10:46.858751,"1,1,1","1024,1,1",38,0,0,0,,,,,,,,,,,,,,,,,,,
"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)8, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)",2.332,2026-09-12T03:10:46.858764,"32,1,1","16,16,1",159,1088,0,1088,,,,,,,,,,,,,,,,,,,
badd_f32,1.149,2026-09-12T03:10:46.858777,"1,1,1","1024,1,1",38,0,0,0,,,,,,,,,,,,,,,,,,,
urelu_f32,1.118,2026-09-12T03:10:46.858790,"1,1,1","1024,1,1",24,0,0,0,,,,,,,,,,,,,,,,,,,
"void gemv2T_kernel_val<int, int, float, float, float, float, (int)128, (int)16, (int)4, (int)4, (bool)0, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13, T6, T6)",3.896,2026-09-12T03:10:46.858803,"512,1,1","128,1,1",59,2560,2560,0,,,,,,,,,,,,,,,,,,,
badd_f32,1.214,2026-09-12T03:10:46.858816,"4,1,1","1024,1,1",38,0,0,0,,,,,,,,,,,,,,,,,,,
copy2d_f32,1.118,2026-09-12T03:10:46.858831,"1,1,1","1024,1,1",16,0,0,0,,,,,,,,,,,,,,,,,,,
copy2d_f32,1.054,2026-09-12T03:10:46.858844,"1,1,1","1024,1,1",16,0,0,0,,,,,,,,,,,,,,,,,,,
copy2d_f32,1.054,2026-09-12T03:10:46.858857,"1,1,1","1024,1,1",16,0,0,0,,,,,,,,,,,,,,,,,,,
"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)8, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)",2.012,2026-09-12T03:10:46.858871,"32,1,1","16,16,1",159,1088,0,1088,,,,,,,,,,,,,,,,,,,
badd_f32,1.181,2026-09-12T03:10:46.858884,"1,1,1","1024,1,1",38,0,0,0,,,,,,,,,,,,,,,,,,,
urelu_f32,1.118,2026-09-12T03:10:46.858897,"1,1,1","1024,1,1",24,0,0,0,,,,,,,,,,,,,,,,,,,
